p_max,p_cum,id_station,operateur,amenageur,longitude,latitude
50.0,244.0,FRPD1PGSTBEV,Power Dot France,Power Dot France,2.115794,49.412959
120.0,252.0,FREVZP78E616B47BA04413B78DCFB584AB2,EVzen,Norauto - Bornes publiques,2.37817,47.110352
17.0,17.0,FRS41P2925,Modulo,Modulo Energies,1.865448,47.268447
320.0,480.0,FRIENP005901,NW IECharge,NW IECharge,1.21332,47.05409
300.0,600.0,FRVIAP2012205803,ENGIE Vianeo,ENGIE Vianeo,4.11895,46.4686
17.0,17.0,FRS28P218689,Modulo,Modulo Energies,0.897137,48.194691
100.0,572.0,FRPD1PMDTPRP,Power Dot France,Power Dot France,2.890126,42.675371
150.0,350.0,FRALLPGO900289,Allego,Allego,1.097685,49.329042
17.0,17.0,FRS55P66579,Modulo,Modulo Energies,5.383243,49.163453
250.0,4000.0,FRTSLP29713,Tesla,Tesla,5.796896,43.818865
300.0,600.0,FRVIAP1000116960,ENGIE Vianeo,ENGIE Vianeo,1.3265,43.957677
160.0,982.0,FRPD1PMBRMTB,Power Dot France,Power Dot France,1.332604,43.987945
150.0,300.0,FRALLPGO900406,Allego,Allego,6.453136,43.527613
300.0,300.0,FRELCPM2TY,Electra,Electra,0.223741,49.506783
320.0,480.0,FRIENP004101,NW IECharge,NW IECharge,1.56678,49.01664
320.0,480.0,FRIENP003601,NW IECharge,NW IECharge,0.389028,49.017264
17.0,17.0,FRS41P4717,Modulo,Modulo Energies,2.05053,47.42555
50.0,122.0,FRPD1PVDTPSA,Power Dot France,Power Dot France,6.693174,43.452293
300.0,300.0,FRELCPJSXX,Electra,Electra,4.792899,45.679781
300.0,300.0,FRELCPL3QU,Electra,Electra,1.90848,43.877291
400.0,400.0,FRELCPSRKM,Electra,Electra,5.019728,47.278906
50.0,122.0,FRPD1PITMCOR,Power Dot France,Power Dot France,4.902064,45.659657
18.0,36.0,FRS77E77318001,Bouygues E&S,Ecocharge77,2.915816,48.789227
22.0,112.3,FRETIP23076A,E-Totem,E-Totem,2.487862,46.183381
400.0,400.0,FRELCPVSCR,Electra,Electra,5.019728,47.278906
200.0,672.0,FRPD1PITMUNI,Power Dot France,Power Dot France,1.470931,43.655185
50.0,50.0,FRALLPGO000148,Allego,Allego,4.93273,44.9218
22.0,22.0,FRELCP32GL,Electra,Electra,7.363967,48.127759
17.0,17.0,FRS51P43901,Modulo,Modulo Energies,3.758175,49.100557
300.0,300.0,FRELCP3Z9Y,Electra,Electra,4.876109,45.019158
150.0,502.3,FRETIP12145A,E-Totem,E-Totem,3.066401,44.091089
17.0,17.0,FRS37P221488,Modulo,Modulo Energies,0.976555,47.424187
22.0,44.0,FRALLPGO999023,Allego,Allego,-0.293743,49.164476
22.0,44.0,FRS77E77127002,Bouygues E&S,Ecocharge77,2.695989,48.670251
22.0,44.0,FRALLPGO900653,Allego,Allego,-0.84269,47.075201
75.0,150.0,FRALLPGO900052,Allego,Allego,5.262299,43.432074
24.0,46.0,FRS77E77393002,Bouygues E&S,Ecocharge77,2.963885,48.680966
150.0,502.3,FRETIP47324A,E-Totem,E-Totem,0.737311,44.635428
17.0,17.0,FRS28P232687,Modulo,Modulo Energies,1.252364,48.44903
17.0,17.0,FRS28P137401,Modulo,Modulo Energies,1.463518,48.450539
17.0,17.0,FRS55P66578,Modulo,Modulo Energies,5.383243,49.163453
100.0,572.0,FRPD1PMATJAR,Power Dot France,Power Dot France,5.863113,49.166006
50.0,244.0,FRPD1PTRNORG02,Power Dot France,Power Dot France,4.851989,44.109519
300.0,600.0,FRVIAP1234621957,ENGIE Vianeo,ENGIE Vianeo,1.360907,43.813026
17.0,17.0,FRS51P41134,Modulo,Modulo Energies,4.1323,49.197361
18.0,36.0,FRS77E77384001,Bouygues E&S,Ecocharge77,2.62365,48.610615
200.0,672.0,FRPD1PSOFAUB,Power Dot France,Power Dot France,3.127752,45.756718
300.0,600.0,FRVIAP1000130103,ENGIE Vianeo,ENGIE Vianeo,6.661877,49.132546
320.0,480.0,FRIENP008601,NW IECharge,NW IECharge,6.09642,48.47696
17.0,17.0,FRS37P221214,Modulo,Modulo Energies,0.266909,47.282613
22.0,22.0,FRELCPVCKZ,Electra,Electra,2.074708,48.755001
300.0,600.0,FRVIAP2012206404,ENGIE Vianeo,ENGIE Vianeo,2.514075,48.99783
22.0,22.0,FRELCPZ8XX,Electra,Electra,3.905986,43.610765
150.0,472.0,FRPD1PMRCCHA,Power Dot France,Power Dot France,4.920507,45.649403
22.0,22.0,FRS41P244423,Modulo,Modulo Energies,1.133889,47.336889
300.0,600.0,FRALLPGO900450,Allego,Allego,2.914478,42.774359
160.0,642.3,FRETIP28422A,E-Totem,E-Totem,1.632787,48.267323
300.0,300.0,FRELCPDTAS,Electra,Electra,1.004127,44.040485
17.0,17.0,FRS37P221264,Modulo,Modulo Energies,0.930209,47.260326
18.0,36.0,FRS77E77493001,Bouygues E&S,Ecocharge77,2.835405,48.644661
300.0,600.0,FRVIAP1234603109,ENGIE Vianeo,ENGIE Vianeo,-1.69963,48.155917
18.0,36.0,FRS77E77053004,Bouygues E&S,Ecocharge77,2.609214,48.69102
100.0,772.0,FRPD1PBOUEPN,Power Dot France,Power Dot France,6.476966,48.201706
150.0,150.0,FRELCPZ64F,Electra,Electra,7.528706,47.606558
17.0,17.0,FRS51P42657,Modulo,Modulo Energies,4.774333,48.606594
100.0,294.0,FRPD1PZCFFMN,Power Dot France,Power Dot France,4.298296,45.390094
22.0,22.0,FRELCPYK8K,Electra,Electra,2.336357,48.75416
150.0,150.0,FRELCP69NR,Electra,Electra,4.73269,45.997284
200.0,672.0,FRPD1PSYUSMM,Power Dot France,Power Dot France,0.351132,45.041399
300.0,600.0,FRALLPGO900072,Allego,Allego,1.890501,50.952821
50000.0,144160.0,FRDRVPCRFMKT275001,DRIVECO,,0.499556,49.35465
17.0,17.0,FRS37P221244,Modulo,Modulo Energies,1.190249,47.257237
400.0,400.0,FRELCP3X3V,Electra,Electra,-0.613711,45.512687
22.0,44.0,FRALLPGO900540,Allego,Allego,-0.80147,48.079409
22.0,44.0,FRALLPGO002024,Allego,Allego,1.400542,43.692692
17.0,17.0,FRS51P44706,Modulo,Modulo Energies,3.682168,49.307914
300.0,600.0,FRVIAP1000118081,ENGIE Vianeo,ENGIE Vianeo,2.574533,48.361836
100.0,200.0,FRALLPGO900955,Allego,Allego,-0.84269,47.075201
22.0,22.0,FRN54P186925,Modulo,Modulo Energies,6.252347,48.70712
22.0,44.0,FRALLPGO900788,Allego,Allego,5.877108,43.124107
2.3,4.6,FRESEPS42189AC,E-Totem,E-Totem,4.336718,45.433953
50000.0,144160.0,FRDRVPBKVZ,DRIVECO,,0.08887,43.22824
60.0,264.0,FRPD1PBRCEST,Power Dot France,Power Dot France,0.760716,43.116064
17.0,17.0,FRS28P127481,Modulo,Modulo Energies,1.348317,48.079206
150.0,150.0,FRELCPB2KP,Electra,Electra,2.226182,48.867245
320.0,480.0,FRIENP001602,NW IECharge,NW IECharge,5.693046,45.774433
25.0,25.0,FRS88P163450,Modulo,Modulo Energies,5.834738,48.302818
50.0,122.0,FRPD1PSCICHV,Power Dot France,Power Dot France,4.882617,44.906212
17.0,17.0,FRS37P219950,Modulo,Modulo Energies,0.196334,47.392532
150.0,3672.0,FRTSLP1725,Tesla,Tesla,-0.424313,49.16423
17.0,17.0,FRS55P81272,Modulo,Modulo Energies,5.167409,48.768588
200.0,654.0,FRPD1PBUTMED,Power Dot France,Power Dot France,3.475958,44.514602
17.0,17.0,FRS28P128792,Modulo,Modulo Energies,1.073028,48.689084
18.0,36.0,FRS77E77182001,Bouygues E&S,Ecocharge77,3.305767,48.782028
300.0,600.0,FRALLPGO700222,Allego,Allego,5.350814,43.362277
22.0,44.0,FRALLPGO900762,Allego,Allego,2.350792,49.008894
120.0,240.0,FRALLPGO900949,Allego,Allego,0.216773,47.973605
18.0,36.0,FRS77E77039001,Bouygues E&S,Ecocharge77,2.588406,48.526657
17.0,17.0,FRS41P4616,Modulo,Modulo Energies,1.605512,47.715684
50.0,122.0,FREVZP8A860FAE24E54DA6A24247F20335F,EVzen,Schiever - Bornes publiques,3.677809,46.524589
150.0,300.0,FRALLPGO800900,Allego,Allego,5.037655,45.006015
300.0,600.0,FRALLPGO800155,Allego,Allego,4.361282,43.811127
300.0,600.0,FRVIAP1234603119,ENGIE Vianeo,ENGIE Vianeo,-1.6007,48.1141
75.0,150.0,FRVIAP2014209302,ENGIE Vianeo,ENGIE Vianeo,5.043435,43.411943
300.0,300.0,FRELCPYRJL,Electra,Electra,2.220567,43.217186
150.0,300.0,FRALLPGO900927,Allego,Allego,-3.164687,48.562071
50.0,122.0,FRPD1PITMMON,Power Dot France,Power Dot France,4.474909,46.738792
225.0,225.0,FRELCPJ4ED,Electra,Electra,0.239637,47.943807
150.0,150.0,FRELCPXM9R,Electra,Electra,-0.587263,44.783785
22.0,22.0,FRS37P4169,Modulo,Modulo Energies,0.58761,47.108011
150.0,150.0,FRELCPS3KE,Electra,Electra,3.14046,50.67862
50.0,122.0,FRPD1PSYUTRE,Power Dot France,Power Dot France,2.442342,43.203196
17.0,17.0,FRS28P137295,Modulo,Modulo Energies,1.135338,48.079532
300.0,300.0,FRELCPAQAG,Electra,Electra,2.220567,43.217186
300.0,600.0,FRVIAP1000145403,ENGIE Vianeo,ENGIE Vianeo,-0.507364,46.428413
22.0,44.0,FRALLPGO800545,Allego,Allego,6.123249,46.1389
22.0,132.0,FRETIP02690A,E-Totem,E-Totem,3.883017,49.615221
50000.0,144160.0,FRDRVPCRFMKT775701,DRIVECO,,2.695447,48.145366
22.0,44.0,FRALLPGO900990,Allego,Allego,2.303683,49.920271
150.0,502.3,FRETIP84031A,E-Totem,E-Totem,5.048742,44.059894
150.0,350.0,FRALLPGO900240,Allego,Allego,0.967421,49.535651
22.0,22.0,FRELCP58Q6,Electra,Electra,7.196502,43.709119
300.0,600.0,FRALLPGO900019,Allego,Allego,2.303683,49.920271
200.0,200.0,FRELCPSTRL,Electra,Electra,2.375687,48.845062
50.0,50.0,FRELCP2F3F,Electra,Electra,2.987547,43.167643
22.0,22.0,FRELCPSF4M,Electra,Electra,1.004127,44.040485
300.0,300.0,FRELCPFZHQ,Electra,Electra,4.792899,45.679781
200.0,200.0,FRELCPLDT3,Electra,Electra,-0.610802,45.512597
7.0,63.0,FREVZP69FC349C1DE14AA5B5202E1A0E73E,EVzen,Teychene - Bornes publiques,1.505458,43.546201
300.0,600.0,FRVIAP2012208201,ENGIE Vianeo,ENGIE Vianeo,-1.596784,47.1581
300.0,300.0,FRELCPLNEJ,Electra,Electra,1.004127,44.040485
22.0,44.0,FRALLPGO002088,Allego,Allego,1.482497,43.628258
300.0,300.0,FRELCPPUMC,Electra,Electra,2.517808,48.998928
150.0,300.0,FRALLPGO800107,Allego,Allego,3.65512,49.568644
300.0,600.0,FRVIAP1000123109,ENGIE Vianeo,ENGIE Vianeo,3.555761,48.247693
200.0,200.0,FRELCPQRPH,Electra,Electra,4.854558,45.71459
17.0,17.0,FRS37P220180,Modulo,Modulo Energies,0.990664,47.443928
24.0,90.0,FRS77E77431001,Bouygues E&S,Ecocharge77,2.67831429,48.2705034
300.0,600.0,FRALLPGO900124,Allego,Allego,-0.515781,44.865646
200.0,632.0,FRPD1PHLFMTG,Power Dot France,Power Dot France,2.742603,48.003995
350.0,1543.0,FRIOYP4103,Ionity,Ionity,4.501811,47.30968
300.0,2400.0,FRFASP33004,Fastned France,Fastned France,4.156034,45.679959
17.0,17.0,FRS37P215818,Modulo,Modulo Energies,0.91896,46.921621
22.0,22.0,FRELCPRPRY,Electra,Electra,4.783111,45.785651
75.0,200.0,FRALLPGO900241,Allego,Allego,-0.293743,49.164476
150.0,524.3,FRETIP07181A,E-Totem,E-Totem,4.756584,44.756537
50.0,50.0,FRELCPKGR9,Electra,Electra,1.57864,50.515961
22.0,22.0,FRN54P187831,Modulo,Modulo Energies,6.22521,48.7025
60.0,132.0,FRPD1PITMHCP,Power Dot France,Power Dot France,2.63803,50.452748
120.0,252.0,FREVZPEE210B14BC4F4B30854D64A70331E,EVzen,Schiever - Bornes publiques,4.389774,46.706694
17.0,17.0,FRS37P220289,Modulo,Modulo Energies,0.47541,47.615922
22.0,22.0,FRELCPU69Z,Electra,Electra,2.118368,49.033728
17.0,17.0,FRS37P221479,Modulo,Modulo Energies,0.977177,47.419462
17.0,17.0,FRS51P50488,Modulo,Modulo Energies,4.514877,48.987472
50.0,122.0,FRPD1PTTMVLB,Power Dot France,Power Dot France,1.373351,43.764427
300.0,600.0,FRALLPGO900321,Allego,Allego,4.705782,49.74057
50000.0,144160.0,FRDRVPCRFMKT768501,DRIVECO,,49.628538,1.17636
150.0,502.3,FRETIP65331A,E-Totem,E-Totem,0.044555,43.208303
22.0,22.0,FRS88P177160,Modulo,Modulo Energies,6.76674,47.8782
50000.0,144160.0,FRDRVPJQUW,DRIVECO,,45.037809,3.066412
150.0,300.0,FRALLPGO900946,Allego,Allego,3.848586,43.571862
300.0,300.0,FRELCPVGEM,Electra,Electra,4.928385,45.724639
300.0,300.0,FRELCP4Z4U,Electra,Electra,2.425962,48.630267
300.0,300.0,FRELCPM6ZW,Electra,Electra,2.218943,49.015942
100.0,322.0,FRPD1PSYUPXX,Power Dot France,Power Dot France,6.572899,48.109398
200.0,632.0,FRPD1PACCBEA,Power Dot France,Power Dot France,2.112799,49.410166
320.0,480.0,FRIENP003902,NW IECharge,NW IECharge,-1.40054,49.194108
25.0,25.0,FRS88P145479,Modulo,Modulo Energies,6.660559,47.926333
100.0,750.0,FRPD1PCHAVDB02,Power Dot France,Power Dot France,5.948364,49.254202
22.0,44.0,FRALLPGO700121,Allego,Allego,5.350814,43.362277
17.0,17.0,FRS55P66442,Modulo,Modulo Energies,5.701676,48.976424
22.0,44.0,FRALLPGO900624,Allego,Allego,4.848054,46.798648
225.0,225.0,FRELCPBMLB,Electra,Electra,6.691718,45.916657
22.0,44.0,FRALLPGO900630,Allego,Allego,-3.039375,48.772114
100.0,416.0,FRPD1PCORLPD,Power Dot France,Power Dot France,3.197296,45.779145
300.0,600.0,FRVIAP1000118137,ENGIE Vianeo,ENGIE Vianeo,3.046085,50.531585
150.0,300.0,FRALLPGO800190,Allego,Allego,6.247192,48.711017
22.0,44.0,FRALLPGO900559,Allego,Allego,4.391881,43.818484
18.0,36.0,FRS77E77047001,Bouygues E&S,Ecocharge77,2.906949,48.882027
300.0,600.0,FRALLPGO900487,Allego,Allego,4.859004,46.774248
150.0,900.0,FRTSLP1749,Tesla,Tesla,4.977541,45.69848
300.0,300.0,FRELCP523H,Electra,Electra,5.243111,43.446899
50000.0,144160.0,FRDRVPCRFMKT622601,DRIVECO,,2.473723,50.514448
300.0,600.0,FRVIAP1234603107,ENGIE Vianeo,ENGIE Vianeo,-1.69963,48.155917
22.0,134.3,FRETIP64122K,E-Totem,E-Totem,-1.552025,43.466422
2.3,4.6,FRESEPS42218BA,E-Totem,E-Totem,4.397636,45.457227
22.0,44.0,FRALLPGO800551,Allego,Allego,1.105996,49.366025
22.0,22.0,FRELCP7GDY,Electra,Electra,1.898183,50.945523
300.0,300.0,FRELCPUD3H,Electra,Electra,6.71151,49.127661
300.0,600.0,FRVIAP1234603113,ENGIE Vianeo,ENGIE Vianeo,4.908527,45.71084
22.0,44.0,FRALLPGO900567,Allego,Allego,4.79068,46.252699
320.0,480.0,FRIENP008701,NW IECharge,NW IECharge,3.642761,47.603384
400.0,400.0,FRELCPJF92,Electra,Electra,-0.610802,45.512597
320.0,480.0,FRIENP006302,NW IECharge,NW IECharge,3.110091,46.797692
17.0,17.0,FRS28P134359,Modulo,Modulo Energies,1.574964,48.192398
75.0,150.0,FRALLPGO900089,Allego,Allego,3.690584,43.462755
17.0,17.0,FRS51P40984,Modulo,Modulo Energies,4.005171,48.906003
300.0,300.0,FRELCPGT2T,Electra,Electra,1.004127,44.040485
22.0,22.0,FRELCPDL7P,Electra,Electra,4.374845,45.411136
50.0,166.0,FRPD1PITMBAI,Power Dot France,Power Dot France,2.744372,50.731127
100.0,376.0,FRPD1PITMCPV02,Power Dot France,Power Dot France,0.354791,43.112049
300.0,600.0,FRVIAP2012207101,ENGIE Vianeo,ENGIE Vianeo,1.481894,45.16368
210.0,210.0,FRELCPR5E2,Electra,Electra,2.419388,49.395535
24.0,24.0,FRALLPGO000031,Allego,Allego,3.6566,49.579272
18.0,36.0,FRS77E77103001,Bouygues E&S,Ecocharge77,2.835017,48.529648
300.0,600.0,FRVIAP1234603025,ENGIE Vianeo,ENGIE Vianeo,-0.669039,44.844808
17.0,17.0,FRS41P60410,Modulo,Modulo Energies,1.208417,47.682055
300.0,600.0,FRALLPGO900129,Allego,Allego,5.944368,45.573643
100.0,322.0,FRPD1PKFCBJL,Power Dot France,Power Dot France,5.239921,45.595823
17.0,17.0,FRS37P215617,Modulo,Modulo Energies,1.042205,47.056025
200.0,632.0,FRPD1PMATVIL,Power Dot France,Power Dot France,6.153057,48.671881
22.0,44.0,FRALLPGO900008,Allego,Allego,2.607643,48.776301
100.0,922.0,FRPD1PCORELN,Power Dot France,Power Dot France,6.243726,48.705186
22.0,44.0,FRALLPGO800761,Allego,Allego,7.405982,48.07296
100.0,922.0,FRPD1PCORHAG,Power Dot France,Power Dot France,7.835907,48.80197
50000.0,144160.0,FRDRVPKQVX,DRIVECO,,47.379523,0.66898
22.0,22.0,FRELCP9R7P,Electra,Electra,2.517808,48.998928
320.0,480.0,FRIENP012202,NW IECharge,NW IECharge,1.184368,43.579264
300.0,300.0,FRELCPYP2H,Electra,Electra,1.376359,43.632098
300.0,600.0,FRVIAP2012207701,ENGIE Vianeo,ENGIE Vianeo,-1.629263,48.091694
300.0,600.0,FRVIAP1000118086,ENGIE Vianeo,ENGIE Vianeo,2.574533,48.361836
17.0,17.0,FRS28P130758,Modulo,Modulo Energies,1.514194,48.095883
22.0,22.0,FRELCPH3WY,Electra,Electra,-4.43614,48.416876
300.0,300.0,FRELCPVKAM,Electra,Electra,2.463384,48.968672
150.0,300.0,FRALLPGO900928,Allego,Allego,-1.043291,43.710089
187.5,2769.0,FRPD1PSYUMTB,Power Dot France,Power Dot France,1.333266,43.988266
187.5,1894.0,FRPD1PPRDCLF,Power Dot France,Power Dot France,3.12709,45.764357
300.0,300.0,FRELCP9SJW,Electra,Electra,1.004127,44.040485
17.0,17.0,FRS37P219811,Modulo,Modulo Energies,0.769341,47.22798
320.0,480.0,FRIENP004902,NW IECharge,NW IECharge,-0.623389,48.595821
320.0,480.0,FRIENP044502,NW IECharge,NW IECharge,-0.603783,48.406447
100.0,272.0,FRPD1PITMLDV,Power Dot France,Power Dot France,-3.120509,47.759889
300.0,300.0,FRELCPAKPK,Electra,Electra,7.196502,43.709119
50.0,122.0,FREVZP61EE5F9B8483474F8430049553095,EVzen,Schiever - Bornes publiques,4.1763,47.50454
150.0,644.0,FRATLPFR00215,Atlante France,Atlante,2.10381,49.41322
300.0,600.0,FRALLPGO700216,Allego,Allego,2.782318,48.853357
300.0,300.0,FRELCPUKP2,Electra,Electra,-1.592249,49.633566
300.0,600.0,FRALLPGO900155,Allego,Allego,2.196182,48.946873
300.0,300.0,FRELCPVVLQ,Electra,Electra,1.376359,43.632098
200.0,672.0,FRPD1PMBCHGT,Power Dot France,Power Dot France,-0.611978,43.637376
150.0,150.0,FRELCPEGPU,Electra,Electra,2.241461,48.935171
180.0,574.0,FRPD1PARCSDZ,Power Dot France,Power Dot France,4.965022,48.623248
225.0,225.0,FRELCPUR96,Electra,Electra,7.502904,47.608214
17.0,17.0,FRS37P221477,Modulo,Modulo Energies,0.977177,47.419462
300.0,300.0,FRELCPYJ6N,Electra,Electra,-1.44596,43.48195
200.0,632.0,FRPD1PACCSDR,Power Dot France,Power Dot France,1.064608,49.400203
120.0,432.0,FRPD1PGAMFON,Power Dot France,Power Dot France,-0.804514,46.450673
17.0,17.0,FRS37P219837,Modulo,Modulo Energies,0.577568,47.109764
22.0,22.0,FRS08P57564,Modulo,Modulo Energies,4.117,49.468399
200.0,672.0,FRPD1PFJNPSG,Power Dot France,Power Dot France,1.396,43.534636
22.0,44.0,FRALLPGO900701,Allego,Allego,3.96282,49.048947
150.0,586.6,FRETIP64122J,E-Totem,E-Totem,-1.572384,43.466233
150.0,150.0,FRELCPS5X5,Electra,Electra,1.375103,43.637548
17.0,17.0,FRS37P214059,Modulo,Modulo Energies,0.711079,47.455984
22.0,22.0,FRPD1PMAILLA,Power Dot France,Power Dot France,7.389328,47.771241
17.0,17.0,FRS41P4327,Modulo,Modulo Energies,1.525589,47.668808
240.0,982.0,FREVZPD9E80ECC1F6A46ABA52CC73287B64,EVzen,EVzen - Bornes Publiques,0.364125,46.65865
2.3,4.6,FRESEPS42218AJ,E-Totem,E-Totem,4.394564,45.433997
50000.0,144160.0,FRDRVPCRFMKT278001,DRIVECO,,0.713178,49.200276
17.0,17.0,FRS55P66260,Modulo,Modulo Energies,5.046276,48.716915
17.0,17.0,FRS37P220244,Modulo,Modulo Energies,0.902142,47.587438
150.0,150.0,FRELCPTTLY,Electra,Electra,2.545927,48.838464
320.0,480.0,FRIENP010502,NW IECharge,NW IECharge,4.05563,45.715541
400.0,400.0,FRELCPVQ9G,Electra,Electra,4.887513,45.154707
225.0,225.0,FRELCP5DNY,Electra,Electra,4.8863,43.984501
160.0,442.0,FRPD1PIBSGSA,Power Dot France,Power Dot France,5.927047,45.71821
187.5,747.0,FRPD1PITMDST,Power Dot France,Power Dot France,5.597399,43.389436
17.0,17.0,FRS41P4302,Modulo,Modulo Energies,1.460828,47.499325
17.0,17.0,FRS37P219919,Modulo,Modulo Energies,0.183346,47.195244
300.0,300.0,FRELCPEPS3,Electra,Electra,1.004127,44.040485
22.0,44.0,FRALLPGO999088,Allego,Allego,1.864181,48.966258
22.0,22.0,FRELCPASRU,Electra,Electra,5.071247,47.340547
300.0,300.0,FRELCPDDM9,Electra,Electra,-1.592249,49.633566
22.0,22.0,FRELCPB28J,Electra,Electra,1.974493,48.766382
300.0,600.0,FRVIAP1000130109,ENGIE Vianeo,ENGIE Vianeo,-0.325674,48.023719
25.0,52.3,FRESEPS42275AD,E-Totem,E-Totem,4.382443,45.477253
150.0,150.0,FRELCPBCJ4,Electra,Electra,2.70466,48.83257
50000.0,144160.0,FRDRVPCRFMKT574801,DRIVECO,,49.446193,6.343265
22.0,22.0,FRELCP9786,Electra,Electra,4.913252,44.912186
17.0,17.0,FRS41P5163,Modulo,Modulo Energies,1.828502,47.282663
350.0,2243.0,FRIOYP4387,Ionity,Ionity,3.362724,46.497485
150.0,150.0,FRELCPQ32V,Electra,Electra,5.43628,43.512207
22.0,22.0,FRN54P217232,Modulo,Modulo Energies,6.22902,48.6585
150.0,150.0,FRELCPCRXD,Electra,Electra,5.382614,43.302828
300.0,300.0,FRELCPL9FA,Electra,Electra,2.351056,48.752931
17.0,17.0,FRS37P221231,Modulo,Modulo Energies,0.458669,47.346217
150.0,150.0,FRELCPAWKP,Electra,Electra,1.432381,43.627319
320.0,480.0,FRIENP006602,NW IECharge,NW IECharge,1.832382,49.281413
300.0,600.0,FRALLPGO800134,Allego,Allego,-0.839164,47.076034
72.0,122.0,FRVIAP1000145638,ENGIE Vianeo,ENGIE Vianeo,5.578014,43.400917
150.0,300.0,FRALLPGO900351,Allego,Allego,1.697943,46.80648
22.0,22.0,FRELCPWC98,Electra,Electra,2.216763,43.219984
320.0,480.0,FRIENP006801,NW IECharge,NW IECharge,-2.456284,47.371248
18.0,36.0,FRS77E77308001,Bouygues E&S,Ecocharge77,2.743907,49.025669
22.0,44.0,FRALLPGO900907,Allego,Allego,0.210571,45.636337
17.0,17.0,FRS37P215726,Modulo,Modulo Energies,0.920065,46.991234
300.0,600.0,FRVIAP1000145331,ENGIE Vianeo,ENGIE Vianeo,1.93782,45.360006
100.0,272.0,FRPD1PGMVLDS,Power Dot France,Power Dot France,-0.03183,43.115423
100.0,394.0,FRPD1PITMMTJ,Power Dot France,Power Dot France,0.598489,42.808433
150.0,150.0,FRELCPCTCH,Electra,Electra,-0.602809,44.790293
150.0,150.0,FRELCP7M4D,Electra,Electra,-0.628969,44.880766
50.0,50.0,FRALLPGO000149,Allego,Allego,4.868295,45.718037
300.0,600.0,FRVIAP1234621955,ENGIE Vianeo,ENGIE Vianeo,1.360907,43.813026
22.0,44.0,FRALLPGO900620,Allego,Allego,1.094,49.471396
100.0,572.0,FRPD1PIBSLCD,Power Dot France,Power Dot France,1.514001,48.427155
350.0,2100.0,FRIOYP4593,Ionity,Ionity,1.856042,48.274978
300.0,725.0,FRSHEP177,Shell Recharge,Shell Recharge,3.345357,43.359042
17.0,17.0,FRS51P93789,Modulo,Modulo Energies,3.54109,48.871712
300.0,600.0,FRVIAP1234603348,ENGIE Vianeo,ENGIE Vianeo,1.808766,43.353167
180.0,1082.0,FRPD1PCORSBG,Power Dot France,Power Dot France,7.070734,48.739771
22.0,44.0,FRS77E77037002,Bouygues E&S,Ecocharge77,2.69553,48.4699
22.0,22.0,FRELCP3DV4,Electra,Electra,-0.498058,44.867476
320.0,480.0,FRIENP005302,NW IECharge,NW IECharge,2.896767,46.675976
18.0,36.0,FRS77E77426001,Bouygues E&S,Ecocharge77,2.828953,48.578262
300.0,600.0,FRALLPGO900165,Allego,Allego,2.350735,49.008866
150.0,300.0,FRALLPGO800194,Allego,Allego,7.405982,48.07296
300.0,362.5,FRVIAP1000116985,ENGIE Vianeo,ENGIE Vianeo,6.176505,49.179797
100.0,200.0,FRVIAP2010200102,ENGIE Vianeo,ENGIE Vianeo,4.226369,48.729175
50.0,93.0,FRALLPGO002106,Allego,Allego,1.277484,45.836617
300.0,600.0,FRALLPGO800072,Allego,Allego,4.835428,44.786443
22.0,22.0,FRN54P242792,Modulo,Modulo Energies,6.176674,48.68841
320.0,480.0,FRIENP004602,NW IECharge,NW IECharge,0.99387,43.892162
120.0,502.0,FRPD1PSPOSSD,Power Dot France,Power Dot France,-0.872116,46.226836
300.0,600.0,FRVIAP1000123117,ENGIE Vianeo,ENGIE Vianeo,4.714129,47.105253
50000.0,144160.0,FRDRVPEQSU,DRIVECO,,46.109317,5.975408
178.0,748.0,FRPD1PACCCHO,Power Dot France,Power Dot France,-0.842837,47.071476
17.0,17.0,FRS41P2959,Modulo,Modulo Energies,1.388022,47.52473
100.0,794.0,FRPD1PETXBSC,Power Dot France,Power Dot France,5.950243,47.217868
300.0,300.0,FRELCPRUMV,Electra,Electra,1.953693,48.830259
22.0,44.0,FRALLPGO002038,Allego,Allego,1.477248,43.557032
2.3,4.6,FRESEPS42218AT,E-Totem,E-Totem,4.437393,45.436396
22.0,66.0,FREVZP466050488066472A90E0FC887C1A2,EVzen,Schiever - Bornes publiques,4.48163,47.130173
300.0,300.0,FRELCPBZLG,Electra,Electra,2.463384,48.968672
150.0,300.0,FRALLPGO600014,Allego,Allego,5.046559,43.430049
17.0,17.0,FRS37P220288,Modulo,Modulo Energies,0.390003,47.635688
22.0,22.0,FRSHEP204,Shell Recharge,Shell Recharge,3.343838,43.360351
300.0,600.0,FRVIAP1000116956,ENGIE Vianeo,ENGIE Vianeo,4.72858,45.902756
22.0,22.0,FRELCP82GQ,Electra,Electra,2.624145,48.945648
180.0,742.0,FREVZP1CCCA4C326A94B82BF94A0C9223F8,EVzen,Schiever - Bornes publiques,5.156424,47.01
100.0,572.0,FRPD1PIBSISR,Power Dot France,Power Dot France,3.270861,45.551668
22.0,44.0,FRALLPGO900643,Allego,Allego,5.993026,47.281591
22.0,22.0,FRELCPM9UK,Electra,Electra,1.414665,43.58996
25.0,25.0,FRVIAP2014203002,ENGIE Vianeo,ENGIE Vianeo,5.616994,43.285275
