p_max,p_cum,id_station,operateur,amenageur,longitude,latitude
150.0,300.0,FRIZFPFAST115,IZIVIA,IZIVIA FAST,4.964372,43.519309
320.0,1943.04,FRMFCPLABOUHEYRE,Mobilize Fast Charge Network FRANCE,Mobilize Fast Charge Network FRANCE,-0.920455,44.211992
100.0,322.0,FRPD1PKFCBJL,Power Dot France,Power Dot France,5.239921,45.595823
100.0,882.0,FRPD1PCORELN,Power Dot France,Power Dot France,6.243726,48.705186
22.0,44.0,FRALLPGO800761,Allego,Allego,7.405982,48.07296
300.0,600.0,FRALLPGO800170,Allego,Allego,1.4005426,43.6926992
22.0,44.0,FRALLPGO900990,Allego,Allego,2.3036833,49.920271
300.0,1650.0,FRHPCPNF006601TOTEM,TotalEnergies Marketing France,TotalEnergies Marketing France,4.329362,43.809852
7.0,28.0,FRV75PPX1916,TotalEnergies Marketing France,TotalEnergies Marketing France,2.379018,48.876597
7.0,63.0,FREVZP69FC349C1DE14AA5B5202E1A0E73E,EVzen,SMEG DEVELOPPEMENT,1.505458,43.546201
25.0,47.0,FRSE1PSE88SABA,STATIONS-E,STATIONS-E,6.954166,48.242003
200.0,822.0,FRELCPCOGCC,Electra,Electra,-0.347126,45.694386
22.0,44.0,FRALLPGO999054,Allego,Allego,2.551692,48.614702
22.0,44.0,FRALLPGO999009,Allego,Allego,1.4717835,49.0901607
320.0,480.0,FRIENP004902,NW IECharge,NW IECharge,-0.623389,48.595821
300.0,1500.0,FRHPCPNF059977,TotalEnergies Marketing France,TotalEnergies Marketing France,-0.572984,47.457582
22.0,48.0,FRV75P901203,TotalEnergies Marketing France,TotalEnergies Marketing France,2.404712,48.847219
150.0,644.0,FRATLPFR00215,Atlante France,Atlante,2.10381,49.41322
150.0,688.0,FRELCPORNJL,Electra,Electra,6.089456,46.28235
7.0,41.0,FRV75PPX1519,TotalEnergies Marketing France,TotalEnergies Marketing France,2.295999,48.8304
300.0,600.0,FRALLPGO700216,Allego,Allego,2.782318,48.853357
150.0,300.0,FRIZFPFAST136,IZIVIA,IZIVIA FAST,5.992831,47.276464
7.0,35.0,FRV75PPX0106,TotalEnergies Marketing France,TotalEnergies Marketing France,2.34681,48.85788
320.0,480.0,FRIENP006401,NW IECharge,NW IECharge,4.33941,49.299799
225.0,2022.0,FRELCPCOQCH,Electra,Electra,1.807382,50.927269
22.0,44.0,FRTCBP01489,TotalEnergies Marketing France,TotalEnergies Charging Services,5.591773,43.246902
7.4,36.6,FRMGPP92063N,SPIE CityNetworks,Métropolis,2.200918,48.876648
150.0,300.0,FRALLPGO900920,Allego,Allego,6.4793682,43.5102906
300.0,600.0,FRALLPGO900064,Allego,Allego,-0.5324718,44.7942855
22.0,90.3,FRMGPP93001C,SPIE CityNetworks,Métropolis,2.378693,48.909142
320.0,480.0,FRIENP008501,NW IECharge,NW IECharge,1.3823809,48.710315
22.0,44.0,FRSE1PSE91BMAC,STATIONS-E,STATIONS-E,2.529534,48.678475
7.0,35.0,FRV75PPX1301,TotalEnergies Marketing France,TotalEnergies Marketing France,2.366576,48.826856
22.0,22.0,FRWA2PWAAT13274,WAAT - PROUDREED,SAPHIR REAL ESTATE,2.4804844,48.9464335
150.0,300.0,FRALLPGO900370,Allego,Allego,-0.8014703,48.0794097
22.0,44.0,FRALLPGO800707,Allego,Allego,4.0609117,43.6893809
7.0,546.0,FRTCBP05687,TotalEnergies Charging Services,TotalEnergies Charging Services,5.072713,45.725191
150.0,622.0,FRELCPMARHI,Electra,Electra,5.382614,43.302828
50.0,144.16,FRDRVPCRFMKT591111,DRIVECO,DRIVECO,3.311359,50.287157
7.0,34.0,FRV75PPX0511,TotalEnergies Marketing France,TotalEnergies Marketing France,2.350741,48.839274
22.0,44.0,FRTCBP01832,TotalEnergies Marketing France,TotalEnergies Charging Services,5.361708,43.276805
22.0,44.0,FRALLPGO002026,Allego,Allego,1.4772483,43.5570322
150.0,644.0,FRATLPFR00142,Atlante France,Atlante,0.52487,46.788
150.0,344.0,FRBMPP140846P50077504159406,Bump,Bump,-4.084951,48.196606
22.0,132.0,FRQWTP26146002,QoWatt,QoWatt,4.902553,44.420462
180.0,382.0,FREVZPDB2611530E8F4620B7BF02036F11E,EVzen,SMEG DEVELOPPEMENT,4.031784,48.325718
22.0,44.0,FRESEPS42218AI,E-Totem,SEMOB,4.39425,45.415889
150.0,300.0,FRGYMPEVBDC1101700001,GEEVE,GREENYELLOW EMOBILITY,-1.848072,47.9346338
25.0,72.0,FRESEPS42218BC,E-Totem,SEMOB,4.391937,45.438013
47.0,94.0,FRWA2PDE4040B1GPCC000774,WAAT - PROUDREED,PARIS HEXAGONE PROPERTIES,3.2187255,50.1474031
300.0,1822.0,FRELCPOSNMB,Electra,Electra,2.033451,49.056944
150.0,644.0,FRATLPFR00395,Atlante France,Atlante,2.11263,43.91854
22.0,44.0,FRESEPS42218AO,E-Totem,SEMOB,4.390567,45.430944
300.0,2250.5,FRVIAP103111,ENGIE Vianeo,ENGIE Vianeo,0.522438,46.906859
7.0,42.0,FRV75PPX2004,TotalEnergies Marketing France,TotalEnergies Marketing France,2.405207,48.865359
187.5,747.0,FRPD1PIBSLCD,Power Dot France,Power Dot France,1.514001,48.427155
300.0,600.0,FRALLPGO900487,Allego,Allego,4.859004,46.7742482
300.0,2184.0,FRVIAP102101,ENGIE Vianeo,ENGIE Vianeo,0.32767,49.324464
22.0,44.0,FRALLPGO999038,Allego,Allego,-0.2937435,49.164476
150.0,300.0,FRALLPGO800194,Allego,Allego,7.405982,48.07296
22.0,90.29999995231628,FRETIP34332B,E-Totem,E-TOTEM INFRADIV 2,3.417642,43.294134
7.0,41.0,FRV75PPX1218,TotalEnergies Marketing France,TotalEnergies Marketing France,2.378739,48.840358
200.0,1150.0,FRIZFPFAST483,IZIVIA,IZIVIA FAST,-1.466191,48.105195
22.0,44.0,FRSE1PSE59DACE,STATIONS-E,STATIONS-E,3.389124,50.322553
150.0,472.0,FRTCBP02574,TotalEnergies Marketing France,TotalEnergies Charging Services,5.312168,43.408825
160.0,712.0,FRPD1PHF1SPR,Power Dot France,Power Dot France,4.912533,45.705323
50.0,50.0,FRGLYPLYON180,IZIVIA,IZIVIA FMET 1,4.83123,45.744922
22.0,44.0,FRALLPGO900598,Allego,Allego,4.4291853,43.9900974
25.0,72.0,FRVIAP142060,ENGIE Vianeo,ENGIE Vianeo,5.377124,43.302729
22.0,88.0,FRBMPP203739P,Bump,Bump,4.276874,44.380677
7.0,42.0,FRV75PPX0401,TotalEnergies Marketing France,TotalEnergies Marketing France,2.350528,48.854846
100.0,572.0,FRPD1PIBSISR,Power Dot France,Power Dot France,3.270861,45.551668
200.0,672.0,FRPD1PBWNSEL,Power Dot France,Power Dot France,7.42364,48.255447
300.0,2184.5,FRVIAP102110,ENGIE Vianeo,ENGIE Vianeo,6.661877,49.132546
22.0,44.0,FRALLPGO999086,Allego,Allego,4.9312077,45.7477668
400.0,4022.0,FRELCPAATRI,Electra,Electra,4.740065,44.326109
320.0,480.0,FRIENP001101,NW IECharge,NW IECharge,-0.603188,47.518873
22.0,44.0,FRTCBP01834,TotalEnergies Marketing France,TotalEnergies Charging Services,5.391568,43.287262
50.0,144.16,FRDRVPEQSU,DRIVECO,DRIVECO,5.975408,46.109317
120.0,192.0,FRPD1PNETLRD,Power Dot France,Power Dot France,-0.039262,43.108874
22.0,22.0,FRQWTP642826,QoWatt,QoWatt,0.32,46.56
50.0,144.16,FRDRVPCRFMKT603401,DRIVECO,DRIVECO,2.388057,49.206473
50.0,144.16,FRDRVPCRFMKT801101,DRIVECO,DRIVECO,2.469171,49.789873
320.0,480.0,FRIENP006402,NW IECharge,NW IECharge,4.33941,49.299799
150.0,688.0,FRBMPP198403P50050004798463,Bump,Bump,-1.544605,48.814515
187.5,509.5,FRPD1PMRBCHP,Power Dot France,Power Dot France,0.178735,45.688487
22.0,44.0,FRALLPGO800862,Allego,Allego,1.8904756,47.9584997
300.0,2422.0,FRELCPPARGMV,Electra,Electra,2.314943,48.838103
22.0,90.3,FRMGPP93005E,SPIE CityNetworks,Métropolis,2.48857,48.949135
150.0,600.0,FRIZFPFAST70,IZIVIA,IZIVIA FAST,4.055317,46.066445
300.0,1800.0,FRATLPFR00289,Atlante France,Atlante,4.80415,45.34619
22.0,44.0,FRALLPGO900907,Allego,Allego,0.2105717,45.6363374
200.0,632.0,FRPD1PMRBCSC,Power Dot France,Power Dot France,4.96391,46.116103
150.0,300.0,FRIZFPFAST172,IZIVIA,IZIVIA FAST,2.897731,49.230348
150.0,300.0,FRIZFPFAST637,IZIVIA,IZIVIA FAST,-1.136184,44.616715
100.0,494.0,FRPD1PMBCCHA,Power Dot France,Power Dot France,4.927858,45.651324
50.0,144.16,FRDRVPCRFMKT337801,DRIVECO,DRIVECO,-1.113563,45.513427
50.0,144.16,FRDRVPCRFMKT530001,DRIVECO,DRIVECO,-0.761035,48.068815
60.0,132.0,FRPD1PITMCMC,Power Dot France,Power Dot France,5.585097,48.75545
120.0,478.0,FRPD1PMRBALS02,Power Dot France,Power Dot France,4.09609,44.11624
200.0,632.0,FRPD1PBTHLCS,Power Dot France,Power Dot France,4.029371,48.323883
7.0,35.0,FRV75PPX1722,TotalEnergies Marketing France,TotalEnergies Marketing France,2.295628,48.881032
300.0,600.0,FRALLPGO800261,Allego,Allego,1.0411558,49.4144609
22.0,44.0,FRALLPGO800260,Allego,Allego,4.0048646,49.2796066
47.0,94.0,FRGYMPDE4040B1GP5C00015K,GEEVE,GREENYELLOW EMOBILITY,4.7315067,44.5434439
7.0,28.0,FRV75PPX1012,TotalEnergies Marketing France,TotalEnergies Marketing France,2.355142,48.87407
22.0,48.0,FRV75P900501,TotalEnergies Marketing France,TotalEnergies Marketing France,2.345032,48.845715
22.0,48.0,FRV75P900503,TotalEnergies Marketing France,TotalEnergies Marketing France,2.345343,48.850614
50.0,144.16,FRDRVPCRFMKT954201,DRIVECO,DRIVECO,1.785832,49.158307
320.0,480.0,FRIENP021702,NW IECharge,NW IECharge,-2.87724,48.17054
150.0,600.0,FRE04POAZS261,IZIVIA,IZIVIA EXPRESS,-1.62519,47.225237
50.0,143.0,FRVIAP141126,ENGIE Vianeo,ENGIE Vianeo,7.731508,48.579365
25.0,72.0,FRS63P63195A,SPIE CityNetworks,TERRITOIRE D'ENERGIE DU PUY-DE-DOME (TE 63),3.378574,45.828259
150.0,1222.0,FRATLPFR00543,Atlante France,Atlante,-0.399323,45.058926
150.0,300.0,FRALLPGO600022,Allego,Allego,2.2779231,48.6670624
150.0,300.0,FRIZFPFAST467,IZIVIA,IZIVIA FAST,2.872744,48.870721
150.0,522.0,FRETIP44210A,E-Totem,E-TOTEM IRVE LAPEYRE,-2.211179,47.293935
187.5,547.0,FRPD1PMATNEU,Power Dot France,Power Dot France,5.692422,48.352668
300.0,600.0,FRALLPGO800162,Allego,Allego,3.1426462,45.7574483
300.0,1222.0,FRATLPFR00365,Atlante France,Atlante,0.705861,47.330765
22.0,48.0,FRV75P901703,TotalEnergies Marketing France,TotalEnergies Marketing France,2.297463,48.885689
100.0,494.0,FRPD1PCORFOR,Power Dot France,Power Dot France,6.88303,49.174366
300.0,600.0,FRALLPGO900069,Allego,Allego,5.400456,43.3297987
50.0,144.16,FRDRVPKLNV,DRIVECO,DRIVECO,2.292724,50.277092
150.0,300.0,FRALLPGO900299,Allego,Allego,3.3899653,50.3244272
300.0,2700.0,FRHPCPNF057010,TotalEnergies Marketing France,TotalEnergies Marketing France,2.366373,48.785516
50.0,144.16,FRDRVPCRFMKT383601,DRIVECO,DRIVECO,5.660683,45.218193
150.0,300.0,FRALLPGO600047,Allego,Allego,2.5345181,48.8322066
100.0,572.0,FRPD1PITMMTG,Power Dot France,Power Dot France,1.152252,45.056118
187.5,922.0,FRPD1PJARCHE,Power Dot France,Power Dot France,5.019026,47.286031
300.0,600.0,FRALLPGO900498,Allego,Allego,2.5278262,48.9500741
400.0,2400.0,FRFASP51048,Fastned France,Fastned France,4.9775,43.497694
150.0,300.0,FRALLPGO900424,Allego,Allego,4.6147028,43.817035
7.0,42.0,FRV75PPX1317,TotalEnergies Marketing France,TotalEnergies Marketing France,2.372195,48.827973
320.0,480.0,FRIENP007802,NW IECharge,NW IECharge,2.317688,43.202944
350.0,1543.0,FRIOYP252,Ionity,Ionity,5.069776,45.843718
22.0,44.0,FRALLPGO999047,Allego,Allego,-3.3953005,47.7657132
100.0,222.0,FRTCBP03301,TotalEnergies Charging Services,TotalEnergies Charging Services,2.81979,49.41517
300.0,600.0,FRALLPGO800136,Allego,Allego,-0.8391648,47.0760342
300.0,2422.0,FRATLPFR00286,Atlante France,Atlante,0.08752,48.40814
50.0,144.16,FRDRVPFNTW,DRIVECO,DRIVECO,-4.186278,47.83375
250.0,3000.0,FRTSLP4003025,Tesla,Tesla,5.913108,44.236376
22.0,44.0,FRESEPS42218BV,E-Totem,SEMOB,4.380924,45.441423
100.0,372.0,FRPD1PNVLPPN,Power Dot France,Power Dot France,2.900965,42.782198
300.0,3072.0,FRVIAP101113,ENGIE Vianeo,ENGIE Vianeo,5.498553,47.975368
150.0,300.0,FRIZFPFAST385,IZIVIA,IZIVIA FAST,-0.423114,49.164174
120.0,252.0,FREVZPEE210B14BC4F4B30854D64A70331E,EVzen,SMEG DEVELOPPEMENT,4.389774,46.706694
180.0,1462.0,FREVZP3B0823537BC04792A5F68A6CC70B7,EVzen,SMEG DEVELOPPEMENT,4.751993,49.731732
350.0,2243.0,FRIOYP188,Ionity,Ionity,5.522627,46.775898
7.0,42.0,FRV75PPX0802,TotalEnergies Marketing France,TotalEnergies Marketing France,2.300889,48.873477
25.0,47.0,FRSE1PSE62HSXA,STATIONS-E,STATIONS-E,2.03539,50.381497
300.0,3700.0,FRHPCPNF080360TIERSTOTEMSA,TotalEnergies Marketing France,TotalEnergies Marketing France,6.786,43.542
50.0,143.0,FRVIAP141129,ENGIE Vianeo,ENGIE Vianeo,7.706723,48.566037
300.0,1822.0,FRELCPALBIM,Electra,Electra,6.38197,45.661785
47.0,94.0,FRSE1PSE77CVZB,STATIONS-E,STATIONS-E,2.566323,48.649059
47.0,94.0,FRWA2PDE4040B1GR3C00028N,WAAT - PROUDREED,TURQUOISE PROPERTIES,3.1207016,45.7800497
22.0,88.0,FREVZP8135FED39D4C4950BEFAD08896CA4,EVzen,SMEG DEVELOPPEMENT,3.288986,48.172436
47.0,94.0,FRGYMPDE4040B1GP5C00018N,GEEVE,GREENYELLOW EMOBILITY,-1.6986618,48.0684689
300.0,2400.0,FRHPCPNF059437,TotalEnergies Marketing France,TotalEnergies Marketing France,5.69733,45.175776
300.0,2532.0,FRVIAP122062,ENGIE Vianeo,ENGIE Vianeo,5.123649,43.62839
7.0,42.0,FRV75PPX0803,TotalEnergies Marketing France,TotalEnergies Marketing France,2.319389,48.872832
187.5,1522.0,FRPD1PIMCSOY01,Power Dot France,Power Dot France,0.205778,45.638012
300.0,600.0,FRALLPGO900143,Allego,Allego,5.6642529,45.2384234
22.0,132.0,FRETIP64335A,E-Totem,E-TOTEM INFRADIV,-0.445416,43.329077
225.0,2022.0,FRELCPAUBFV,Electra,Electra,1.859355,48.96404
150.0,644.0,FRETIP31555A,E-Totem,E-TOTEM INFRADIV,1.49211,43.584461
300.0,600.0,FRALLPGO800023,Allego,Allego,-1.2830408,46.873282
22.0,44.0,FRALLPGO900639,Allego,Allego,2.3854263,48.9482108
150.0,300.0,FRIZFPFAST246,IZIVIA,IZIVIA FAST,-4.052514,48.514918
120.0,432.0,FRPD1PJARSLO,Power Dot France,Power Dot France,-1.079832,49.099054
24.0,46.0,FRSE1PSE57FAHA,STATIONS-E,STATIONS-E,6.111513,49.296507
300.0,1244.0,FRELCPABGCA,Electra,Electra,5.569803,43.301611
150.0,622.0,FRATLPSOME5101,Atlante France,Atlante,2.277671,50.731311
25.0,47.0,FRSE1PSE91DSUA,STATIONS-E,STATIONS-E,2.430048,48.682045
300.0,2532.0,FRVIAP122097,ENGIE Vianeo,ENGIE Vianeo,0.16551,48.05181
22.0,22.0,FRWA2PWAAT13460,WAAT - PROUDREED,QUARTZ PROPERTIES,4.7687121,45.8061824
22.0,44.0,FRETIP57672H,E-Totem,E-TOTEM INFRADIV,6.171781,49.367124
300.0,600.0,FRALLPGO900063,Allego,Allego,1.4816494,45.1454296
180.0,742.0,FREVZP1F7F1949EAC24BB7B3280A0CDB470,EVzen,SMEG DEVELOPPEMENT,4.033526,46.276406
150.0,300.0,FRIZFPFAST495,IZIVIA,IZIVIA FAST,4.091705,49.911472
320.0,480.0,FRIENP011602,NW IECharge,NW IECharge,4.067617,49.237572
22.0,44.0,FRALLPGO900625,Allego,Allego,2.3854263,48.9482108
200.0,952.0,FRPD1PIBSBZR,Power Dot France,Power Dot France,3.278445,43.334417
350.0,2243.0,FRIOYP751,Ionity,Ionity,-0.977777,45.955446
22.0,22.0,FRWA2PWAAT12464,WAAT - PROUDREED,PROUDREED FRANCE,5.514447,43.2857084
25.0,72.0,FRESEPS42218BI,E-Totem,SEMOB,4.383611,45.450606
47.0,94.0,FRGYMPDE4040B1GP5C00019P,GEEVE,GREENYELLOW EMOBILITY,4.0841762,43.5585578
47.0,94.0,FRWA2PDE4040B1GPCC000291,WAAT - PROUDREED,SCI JEREMY,5.8116598,46.1256735
180.0,742.0,FREVZP29A28858135C4CC68D4DB50C1DD26,EVzen,SMEG DEVELOPPEMENT,-0.84772,47.07379
150.0,300.0,FRIZFPFAST130,IZIVIA,IZIVIA FAST,4.082417,49.241498
100.0,744.0,FRPD1PCORALE,Power Dot France,Power Dot France,4.095828,44.112949
150.0,644.0,FRBMPP172793P50064767106281,Bump,Bump,-0.265886,44.544484
150.0,300.0,FRIZFPFAST108,IZIVIA,IZIVIA FAST,2.097994,49.452269
150.0,300.0,FRE04POAZS267,IZIVIA,IZIVIA EXPRESS,0.659959,47.42451
50.0,144.16,FRDRVPCRFMKT802601,DRIVECO,DRIVECO,2.313214,50.003729
50.0,143.0,FRVIAP141113,ENGIE Vianeo,ENGIE Vianeo,7.709186,48.595429
125.0,500.0,FRTSLP1734,Tesla,Tesla,5.897996,45.593224
320.0,480.0,FRIENP010901,NW IECharge,NW IECharge,0.237089,48.004604
50.0,144.16,FRDRVPCRFMKT183001,DRIVECO,DRIVECO,2.83707,47.338225
150.0,300.0,FRIZFPFAST253,IZIVIA,IZIVIA FAST,-1.581879,47.260986
22.0,48.0,FRV75P902004,TotalEnergies Marketing France,TotalEnergies Marketing France,2.403802,48.857094
25.0,72.0,FRS63P63231A,SPIE CityNetworks,TERRITOIRE D'ENERGIE DU PUY-DE-DOME (TE 63),3.6059,45.869194
24.0,46.0,FRSE1PSE85LABA,STATIONS-E,STATIONS-E,-1.186797,46.457691
300.0,1500.0,FRHPCPNF002877TOTEM,TotalEnergies Marketing France,TotalEnergies Marketing France,2.564817,48.963852
300.0,600.0,FRHPCPNF080320,TotalEnergies Marketing France,TotalEnergies Marketing France,-0.473,46.8479
7.0,42.0,FRV75PPX1608,TotalEnergies Marketing France,TotalEnergies Marketing France,2.273925,48.850754
50.0,143.0,FRVIAP141124,ENGIE Vianeo,ENGIE Vianeo,7.76009,48.566076
50.0,144.16,FRDRVPCRFMKT610001,DRIVECO,DRIVECO,0.097429,48.435031
120.0,262.0,FREVZPF844EC09154D4A1BA96160BDA9D71,EVzen,SMEG DEVELOPPEMENT,6.632434,48.344075
22.0,48.0,FRV75P901401,TotalEnergies Marketing France,TotalEnergies Marketing France,2.325895,48.83086
22.0,44.0,FRALLPGO800554,Allego,Allego,2.1144262,49.4359055
120.0,432.0,FRPD1PLABVAN,Power Dot France,Power Dot France,-2.789267,47.667516
150.0,600.0,FRIZFPFAST25,IZIVIA,IZIVIA FAST,2.061185,48.769784
24.0,46.0,FRSE1PSE33LAJA,STATIONS-E,STATIONS-E,-1.1952,45.007992
240.0,502.0,FRQWTP57487001,QoWatt,QoWatt,6.122135,49.08879
350.0,750.0,FRE04POAZS223,IZIVIA,IZIVIA EXPRESS,4.888315,44.966278
